SANTA RITA DE IBITIPOCA;1;6;7
SANTA RITA DO SAPUCAI;86;110;196
SANTA ROSA DA SERRA;4;15;19
SANTA VITORIA;45;74;119
SANTO ANTONIO DO AMPARO;4;9;13
SANTO ANTONIO DO AVENTUREIRO;3;5;8
SANTO ANTONIO DO GRAMA;3;15;18
SANTO ANTONIO DO ITAMBE;5;16;21
SANTO ANTONIO DO JACINTO;2;1;3
SANTO ANTONIO DO MONTE;25;16;41
SANTO ANTONIO DO RETIRO;-;2;2
SANTO ANTONIO DO RIO ABAIXO;1;1;2
SANTO HIPOLITO;-;1;1
SANTOS DUMONT;6;5;11
SAO BENTO ABADE;2;9;11
SAO BRAS DO SUACUI;8;18;26
SAO DOMINGOS DAS DORES;7;5;12
SAO DOMINGOS DO PRATA;12;27;39
SAO FELIX DE MINAS;2;6;8
SAO FRANCISCO;7;6;13
SAO FRANCISCO DE SALES;6;14;20
SAO GERALDO;7;7;14
SAO GERALDO DO BAIXIO;-;4;4
SAO GONCALO DO ABAETE;2;6;8
SAO GONCALO DO RIO ABAIXO;5;10;15
SAO GONCALO DO SAPUCAI;39;56;95
SAO GOTARDO;26;51;77
SAO JOAO BATISTA DO GLORIA;13;37;50
SAO JOAO DA MATA;2;6;8
SAO JOAO DA PONTE;6;29;35
SAO JOAO DEL REI;62;108;170
SAO JOAO DO MANHUACU;2;13;15
SAO JOAO DO ORIENTE;6;29;35
SAO JOAO DO PARAISO;4;6;10
SAO JOAO NEPOMUCENO;36;39;75
SAO JOAQUIM DE BICAS;12;32;44
SAO JOSE DA BARRA;5;18;23
SAO JOSE DA LAPA;5;8;13
SAO JOSE DA SAFIRA;9;10;19
SAO JOSE DA VARGINHA;10;5;15
SAO JOSE DO ALEGRE;1;5;6
SAO JOSE DO DIVINO;4;13;17
SAO JOSE DO GOIABAL;4;5;9
SAO JOSE DO JACURI;1;-;1
SAO LOURENCO;75;157;232
SAO MIGUEL DO ANTA;1;18;19
SAO PEDRO DA UNIAO;7;9;16
SAO PEDRO DOS FERROS;13;16;29
SAO PEDRO DO SUACUI;3;2;5
SAO SEBASTIAO DA BELA VISTA;8;9;17
SAO SEBASTIAO DA VARGEM ALEGRE;2;5;7
SAO SEBASTIAO DO ANTA;1;-;1
SAO SEBASTIAO DO OESTE;4;1;5
SAO SEBASTIAO DO PARAISO;205;195;400
SAO SEBASTIAO DO RIO VERDE;6;3;9
SAO TIAGO;43;37;80
SAO TOMAS DE AQUINO;11;4;15
SAO THOME DAS LETRAS;-;2;2
SAO VICENTE DE MINAS;4;6;10
SAPUCAI-MIRIM;19;31;50
SARDOA;8;9;17
SARZEDO;28;41;69
SENADOR AMARAL;10;29;39
SENADOR FIRMINO;-;1;1
SENADOR JOSE BENTO;9;4;13
SENADOR MODESTINO GONCALVES;4;6;10
SENHORA DE OLIVEIRA;3;6;9
SENHORA DO PORTO;3;5;8
SENHORA DOS REMEDIOS;9;19;28
SERITINGA;2;5;7
SERRA AZUL DE MINAS;-;5;5
SERRA DA SAUDADE;2;2;4
SERRA DOS AIMORES;1;4;5
SERRA DO SALITRE;-;10;10
SERRANIA;20;25;45
SERRANOS;1;-;1
SERRO;9;15;24
SILVEIRANIA;2;-;2
SILVIANOPOLIS;15;4;19
SOBRALIA;1;-;1
SOLEDADE DE MINAS;12;18;30
TABULEIRO;2;3;5
TAPIRAI;7;4;11
TAQUARACU DE MINAS;-;1;1
TEIXEIRAS;6;14;20
TEOFILO OTONI;39;74;113
TIMOTEO;-;1;1
TIRADENTES;2;21;23
TIROS;2;3;5
TOCANTINS;7;13;20
TOCOS DO MOJI;6;10;16
TOLEDO;15;8;23
TOMBOS;9;6;15
TRES CORACOES;9;12;21
TRES PONTAS;136;134;270
TURMALINA;17;7;24
TURVOLANDIA;12;16;28
UBA;80;141;221
UBAI;3;1;4
UBAPORANGA;6;5;11
UBERABA;800;1098;1898
UBERLANDIA;540;607;1147
UMBURATIBA;5;1;6
UNAI;89;126;215
UNIAO DE MINAS;3;6;9
URUANA DE MINAS;2;3;5
URUCANIA;12;21;33
VARGEM ALEGRE;5;13;18
VARGEM GRANDE DO RIO PARDO;-;1;1
VARGINHA;98;97;195
VARJAO DE MINAS;4;6;10
VARZEA DA PALMA;10;54;64
VARZELANDIA;1;4;5
VAZANTE;6;7;13
VERDELANDIA;-;5;5
VERISSIMO;3;-;3
VERMELHO NOVO;9;23;32
VESPASIANO;38;93;131
VICOSA;136;123;259
VIEIRAS;1;2;3
VIRGEM DA LAPA;1;4;5
VIRGINIA;-;1;1
VOLTA GRANDE;2;-;2
WENCESLAU BRAZ;4;3;7
